Date,Site,Transect,Location,species
10.13.12,Plot22,NW,10,muhlport
10.13.12,Plot22,NW,20,muhlport
10.13.12,Plot22,NW,30,muhlport
10.13.12,Plot22,NW,40,muhlport
10.13.12,Plot22,NW,50,dirt
10.13.12,Plot22,NW,60,dirt
10.13.12,Plot22,NW,70,dirt
10.13.12,Plot22,NW,80,dirt
10.13.12,Plot22,NW,90,dirt
10.13.12,Plot22,NW,100,dirt
10.13.12,Plot22,NW,110,dirt
10.13.12,Plot22,NW,120,dirt
10.13.12,Plot22,NW,130,dirt
10.13.12,Plot22,NW,140,dirt
10.13.12,Plot22,NW,150,dirt
10.13.12,Plot22,NW,160,dirt
10.13.12,Plot22,NW,170,dirt
10.13.12,Plot22,NW,180,dirt
10.13.12,Plot22,NW,190,dirt
10.13.12,Plot22,NW,200,dirt
10.13.12,Plot22,NW,210,boutbarb
10.13.12,Plot22,NW,220,dirt
10.13.12,Plot22,NW,230,dirt
10.13.12,Plot22,NW,240,taliaura
10.13.12,Plot22,NW,250,dirt
10.13.12,Plot22,NW,260,dirt
10.13.12,Plot22,NW,270,boerinte
10.13.12,Plot22,NW,280,boerinte
10.13.12,Plot22,NW,290,dirt
10.13.12,Plot22,NW,300,dirt
10.13.12,Plot22,NW,310,boutbarb
10.13.12,Plot22,NW,320,dirt
10.13.12,Plot22,NW,330,boerinte
10.13.12,Plot22,NW,340,dirt
10.13.12,Plot22,NW,350,boutbarb
10.13.12,Plot22,NW,360,dirt
10.13.12,Plot22,NW,370,dirt
10.13.12,Plot22,NW,380,dirt
10.13.12,Plot22,NW,390,dirt
10.13.12,Plot22,NW,400,dirt
10.13.12,Plot22,NW,410,acaccons
10.13.12,Plot22,NW,420,acaccons
10.13.12,Plot22,NW,430,taliaura
10.13.12,Plot22,NW,440,acaccons
10.13.12,Plot22,NW,440,boerinte
10.13.12,Plot22,NW,440,taliaura
10.13.12,Plot22,NW,450,boerinte
10.13.12,Plot22,NW,460,boerinte
10.13.12,Plot22,NW,470,boerinte
10.13.12,Plot22,NW,480,acaccons
10.13.12,Plot22,NW,490,acaccons
10.13.12,Plot22,NW,490,tidelanu
10.13.12,Plot22,NW,500,acaccons
10.13.12,Plot22,NW,510,acaccons
10.13.12,Plot22,NW,520,acaccons
10.13.12,Plot22,NW,530,acaccons
10.13.12,Plot22,NW,540,acaccons
10.13.12,Plot22,NW,550,acaccons
10.13.12,Plot22,NW,560,acaccons
10.13.12,Plot22,NW,570,acaccons
10.13.12,Plot22,NW,580,acaccons
10.13.12,Plot22,NW,590,acaccons
10.13.12,Plot22,NW,600,ephetrif
10.13.12,Plot22,NW,610,ephetrif
10.13.12,Plot22,NW,620,ephetrif
10.13.12,Plot22,NW,620,tidelanu
10.13.12,Plot22,NW,630,ephetrif
10.13.12,Plot22,NW,630,tidelanu
10.13.12,Plot22,NW,640,ephetrif
10.13.12,Plot22,NW,650,ephetrif
10.13.12,Plot22,NW,660,ephetrif
10.13.12,Plot22,NW,670,ephetrif
10.13.12,Plot22,NW,680,ephetrif
10.13.12,Plot22,NW,690,dirt
10.13.12,Plot22,NW,700,dirt
10.13.12,Plot22,NW,710,dirt
10.13.12,Plot22,NW,720,dirt
10.13.12,Plot22,NW,730,dirt
10.13.12,Plot22,NW,740,boerinte
10.13.12,Plot22,NW,750,boerinte
10.13.12,Plot22,NW,760,boerinte
10.13.12,Plot22,NW,760,taliaura
10.13.12,Plot22,NW,770,boerinte
10.13.12,Plot22,NW,780,boerinte
10.13.12,Plot22,NW,790,boerinte
10.13.12,Plot22,NW,800,dirt
10.13.12,Plot22,NW,810,dirt
10.13.12,Plot22,NW,820,dirt
10.13.12,Plot22,NW,830,dirt
10.13.12,Plot22,NW,840,taliaura
10.13.12,Plot22,NW,850,dirt
10.13.12,Plot22,NW,860,dirt
10.13.12,Plot22,NW,870,dirt
10.13.12,Plot22,NW,880,dirt
10.13.12,Plot22,NW,890,boertorr
10.13.12,Plot22,NW,900,dirt
10.13.12,Plot22,NW,910,dirt
10.13.12,Plot22,NW,920,dirt
10.13.12,Plot22,NW,930,boerinte
10.13.12,Plot22,NW,940,boerinte
10.13.12,Plot22,NW,940,boerinte
10.13.12,Plot22,NW,950,dirt
10.13.12,Plot22,NW,960,dirt
10.13.12,Plot22,NW,970,dirt
10.13.12,Plot22,NW,980,dirt
10.13.12,Plot22,NW,990,dirt
10.13.12,Plot22,NW,1000,dirt
10.13.12,Plot22,NW,1010,dirt
10.13.12,Plot22,NW,1020,dirt
10.13.12,Plot22,NW,1030,dirt
10.13.12,Plot22,NW,1040,dirt
10.13.12,Plot22,NW,1050,dirt
10.13.12,Plot22,NW,1060,dirt
10.13.12,Plot22,NW,1070,dirt
10.13.12,Plot22,NW,1080,dirt
10.13.12,Plot22,NW,1090,dirt
10.13.12,Plot22,NW,1100,dirt
10.13.12,Plot22,NW,1110,dirt
10.13.12,Plot22,NW,1120,dirt
10.13.12,Plot22,NW,1130,boerinte
10.13.12,Plot22,NW,1140,acaccons
10.13.12,Plot22,NW,1150,acaccons
10.13.12,Plot22,NW,1150,boerinte
10.13.12,Plot22,NW,1160,boerinte
10.13.12,Plot22,NW,1160,acaccons
10.13.12,Plot22,NW,1170,acaccons
10.13.12,Plot22,NW,1180,acaccons
10.13.12,Plot22,NW,1190,acaccons
10.13.12,Plot22,NW,1200,acaccons
10.13.12,Plot22,NW,1210,acaccons
10.13.12,Plot22,NW,1220,boerinte
10.13.12,Plot22,NW,1220,acaccons
10.13.12,Plot22,NW,1230,acaccons
10.13.12,Plot22,NW,1240,acaccons
10.13.12,Plot22,NW,1250,acaccons
10.13.12,Plot22,NW,1260,acaccons
10.13.12,Plot22,NW,1260,boerinte
10.13.12,Plot22,NW,1270,acaccons
10.13.12,Plot22,NW,1280,acaccons
10.13.12,Plot22,NW,1290,boertorr
10.13.12,Plot22,NW,1290,acaccons
10.13.12,Plot22,NW,1300,acaccons
10.13.12,Plot22,NW,1310,acaccons
10.13.12,Plot22,NW,1320,acaccons
10.13.12,Plot22,NW,1330,dirt
10.13.12,Plot22,NW,1340,dirt
10.13.12,Plot22,NW,1350,dirt
10.13.12,Plot22,NW,1360,dirt
10.13.12,Plot22,NW,1370,dirt
10.13.12,Plot22,NW,1380,dirt
10.13.12,Plot22,NW,1390,dirt
10.13.12,Plot22,NW,1400,dirt
10.13.12,Plot22,NW,1410,dirt
10.13.12,Plot22,NW,1420,dirt
10.13.12,Plot22,NW,1430,dirt
10.13.12,Plot22,NW,1440,dirt
10.13.12,Plot22,NW,1450,dirt
10.13.12,Plot22,NW,1460,dirt
10.13.12,Plot22,NW,1470,dirt
10.13.12,Plot22,NW,1480,dirt
10.13.12,Plot22,NW,1490,taliaura
10.13.12,Plot22,NW,1500,boutbarb
10.13.12,Plot22,NW,1510,dirt
10.13.12,Plot22,NW,1520,dirt
10.13.12,Plot22,NW,1530,dirt
10.13.12,Plot22,NW,1540,dirt
10.13.12,Plot22,NW,1550,dirt
10.13.12,Plot22,NW,1560,arisadsc
10.13.12,Plot22,NW,1570,dirt
10.13.12,Plot22,NW,1580,boerinte
10.13.12,Plot22,NW,1590,dirt
10.13.12,Plot22,NW,1600,dirt
10.13.12,Plot22,NW,1610,dirt
10.13.12,Plot22,NW,1620,dirt
10.13.12,Plot22,NW,1630,dirt
10.13.12,Plot22,NW,1640,dirt
10.13.12,Plot22,NW,1650,dirt
10.13.12,Plot22,NW,1660,dirt
10.13.12,Plot22,NW,1670,dirt
10.13.12,Plot22,NW,1680,dirt
10.13.12,Plot22,NW,1690,dirt
10.13.12,Plot22,NW,1700,dirt
10.13.12,Plot22,NW,1710,dirt
10.13.12,Plot22,NW,1720,dirt
10.13.12,Plot22,NW,1730,dirt
10.13.12,Plot22,NW,1740,dirt
10.13.12,Plot22,NW,1750,dirt
10.13.12,Plot22,NW,1760,dirt
10.13.12,Plot22,NW,1770,floucern
10.13.12,Plot22,NW,1780,floucern
10.13.12,Plot22,NW,1790,floucern
10.13.12,Plot22,NW,1800,floucern
10.13.12,Plot22,NW,1810,floucern
10.13.12,Plot22,NW,1820,floucern
10.13.12,Plot22,NW,1830,dirt
10.13.12,Plot22,NW,1840,dirt
10.13.12,Plot22,NW,1850,dirt
10.13.12,Plot22,NW,1860,dirt
10.13.12,Plot22,NW,1870,dirt
10.13.12,Plot22,NW,1880,dirt
10.13.12,Plot22,NW,1890,boertorr
10.13.12,Plot22,NW,1900,boertorr
10.13.12,Plot22,NW,1910,dirt
10.13.12,Plot22,NW,1920,dirt
10.13.12,Plot22,NW,1930,dirt
10.13.12,Plot22,NW,1940,dirt
10.13.12,Plot22,NW,1950,dirt
10.13.12,Plot22,NW,1960,dirt
10.13.12,Plot22,NW,1970,dirt
10.13.12,Plot22,NW,1980,dirt
10.13.12,Plot22,NW,1990,dirt
10.13.12,Plot22,NW,2000,dirt
10.13.12,Plot22,NW,2010,prosglan
10.13.12,Plot22,NW,2020,prosglan
10.13.12,Plot22,NW,2030,prosglan
10.13.12,Plot22,NW,2040,prosglan
10.13.12,Plot22,NW,2050,prosglan
10.13.12,Plot22,NW,2060,prosglan
10.13.12,Plot22,NW,2070,prosglan
10.13.12,Plot22,NW,2080,prosglan
10.13.12,Plot22,NW,2090,prosglan
10.13.12,Plot22,NW,2100,prosglan
10.13.12,Plot22,NW,2110,dirt
10.13.12,Plot22,NW,2120,boertorr
10.13.12,Plot22,NW,2130,boertorr
10.13.12,Plot22,NW,2140,dirt
10.13.12,Plot22,NW,2150,dirt
10.13.12,Plot22,NW,2160,taliaura
10.13.12,Plot22,NW,2160,boertorr
10.13.12,Plot22,NW,2170,dirt
10.13.12,Plot22,NW,2180,dirt
10.13.12,Plot22,NW,2190,dirt
10.13.12,Plot22,NW,2200,dirt
10.13.12,Plot22,NW,2210,dirt
10.13.12,Plot22,NW,2220,dirt
10.13.12,Plot22,NW,2230,dirt
10.13.12,Plot22,NW,2240,dirt
10.13.12,Plot22,NW,2250,boerinte
10.13.12,Plot22,NW,2260,dirt
10.13.12,Plot22,NW,2270,dirt
10.13.12,Plot22,NW,2280,dirt
10.13.12,Plot22,NW,2290,dirt
10.13.12,Plot22,NW,2300,dirt
10.13.12,Plot22,NW,2310,dirt
10.13.12,Plot22,NW,2320,dirt
10.13.12,Plot22,NW,2330,dirt
10.13.12,Plot22,NW,2340,dirt
10.13.12,Plot22,NW,2350,dirt
10.13.12,Plot22,NW,2360,dirt
10.13.12,Plot22,NW,2370,dirt
10.13.12,Plot22,NW,2380,dirt
10.13.12,Plot22,NW,2390,dirt
10.13.12,Plot22,NW,2400,boertorr
10.13.12,Plot22,NW,2410,dirt
10.13.12,Plot22,NW,2420,boertorr
10.13.12,Plot22,NW,2430,rock
10.13.12,Plot22,NW,2440,dirt
10.13.12,Plot22,NW,2450,dirt
10.13.12,Plot22,NW,2460,dirt
10.13.12,Plot22,NW,2470,dirt
10.13.12,Plot22,NW,2480,dirt
10.13.12,Plot22,NW,2490,dirt
10.13.12,Plot22,NW,2500,dirt
10.13.12,Plot22,NE,10,boerinte
10.13.12,Plot22,NE,10,kallgran
10.13.12,Plot22,NE,20,boerinte
